id,first_name,player_name,dateofbirth,gender,batting_hand,bowling_type,role,country_id,country,image,Test,ODI,T20,ipl_team,retired,player_image
204,Martin,Martin Guptill,30-09-1986,m,right-hand-bat,right-arm-offbreak,Top Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,47,198,122,SRH,n,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Martin_Guptill_2_%28cropped%29.jpg/500px-Martin_Guptill_2_%28cropped%29.jpg
205,Tom,Tom Latham,02-04-1992,m,left-hand-bat,right-arm-fast,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,76,147,26,NA,n,
206,Henry,Henry Nicholls,15-11-1991,m,right-hand-bat,right-arm-offbreak,Top Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,56,75,10,NA,n,
208,Tim,Tim Seifert,14-12-1994,m,right-hand-bat,does not bowl,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,0,3,51,DC,n,
209,Ross,Ross Taylor,08-03-1984,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,112,236,106,DD,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Ross_Taylor_CNZM_%28cropped%29.jpg/500px-Ross_Taylor_CNZM_%28cropped%29.jpg
213,Colin,Colin de Grandhomme,22-07-1986,m,right-hand-bat,right-arm-fast,Batting Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,29,45,41,RCB,y,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28de_Grandhomme_cropped%29.jpg/500px-2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28de_Grandhomme_cropped%29.jpg
214,Matt,Matt Henry,14-12-1991,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,21,82,13,LSG,n,
216,Glenn,Glenn Phillips,06-12-1996,m,right-hand-bat,does not bowl,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,17,47,84,SRH,n,
218,Ish,Ish Sodhi,31-10-1992,m,right-hand-bat,legbreak,Spinner,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,20,54,133,RR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28Sodhi_cropped%29.jpg/500px-2018.02.03.20.52.20-AUSvNZL_T20_NZL_innings%2C_SCG_%2838618201470%29_%28Sodhi_cropped%29.jpg
219,Neil,Neil Wagner,13-03-1986,m,left-hand-bat,left-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,63,0,0,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/2_37_Neil_Wagner.jpg/500px-2_37_Neil_Wagner.jpg
220,Kane,Kane Williamson,08-08-1990,m,right-hand-bat,right-arm-offbreak,Top Order Batter,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,108,175,93,GT,n,https://upload.wikimedia.org/wikipedia/commons/2/2a/Kane_Williamson_in_2019.jpg
221,Trent,Trent Boult,22-07-1989,m,right-hand-bat,left-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,78,114,61,RR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/2018.02.03.22.23.14-AUSvNZL_T20_AUS_innings%2C_SCG_%2839533156665%29.jpg/500px-2018.02.03.22.23.14-AUSvNZL_T20_AUS_innings%2C_SCG_%2839533156665%29.jpg
223,Lockie,Lockie Ferguson,13-06-1991,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,1,65,43,PBKS,n,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Lockie_Ferguson.jpg/500px-Lockie_Ferguson.jpg
227,Mitchell,Mitchell Santner,05-02-1992,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,32,124,123,CSK,n,
228,Tim,Tim Southee,11-12-1988,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,107,161,125,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Tim_Southee_ONZM_%28cropped%29.jpg/500px-Tim_Southee_ONZM_%28cropped%29.jpg
357,Brendon,Brendon McCullum,27-09-1981,m,right-hand-bat,right-arm-offbreak,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,101,260,71,RCB,y,https://upload.wikimedia.org/wikipedia/commons/d/d1/Brendon_McCullum_ONZM_%28cropped%29.jpg
367,Mitchell,Mitchell McClenaghan,11-06-1986,m,left-hand-bat,left-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,0,48,29,MI,y,
801,Corey,Corey Anderson,13-12-1990,m,left-hand-bat,left-arm-fast,Bowling Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,13,49,42,MI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/CoreyAnderson.jpg/500px-CoreyAnderson.jpg
802,Ajaz,Ajaz Patel,21-10-1988,m,left-hand-bat,slow-left-arm-orthodox,Spinner,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,22,0,7,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/1_33_Ajaz_Patel.jpg/500px-1_33_Ajaz_Patel.jpg
1946,Daniel,Daniel Vettori,27-01-1979,m,left-hand-bat,slow-left-arm-orthodox,Spinner,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,113,295,34,RCB,y,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Daniel_Vettori_ONZM_%28cropped%29.jpg/500px-Daniel_Vettori_ONZM_%28cropped%29.jpg
4712,Kyle,Kyle Jamieson,30-12-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,19,23,24,PBKS,n,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Kyle_Jamieson_2015_%28cropped%29.jpg/500px-Kyle_Jamieson_2015_%28cropped%29.jpg
4799,Jacob,Jacob Duffy,02-08-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,4,19,39,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/1_01_Jacob_Duffy.jpg/500px-1_01_Jacob_Duffy.jpg
4814,Michael,Michael Bracewell,14-02-1991,m,left-hand-bat,does not bowl,Bowling Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,10,43,47,RCB,n,
4817,Devon,Devon Conway,08-07-1991,m,left-hand-bat,right-arm-fast,Wicketkeeper,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,32,43,63,CSK,n,
5594,Rachin,Rachin Ravindra,18-11-1999,m,left-hand-bat,slow-left-arm-orthodox,Batting Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,20,39,39,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Rachin_Ravindra.jpg/500px-Rachin_Ravindra.jpg
5678,Daryl,Daryl Mitchell,20-05-1991,m,right-hand-bat,right-arm-fast,Batting Allrounder,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png,35,59,91,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/DarylMitchellEmmysSept09.jpg/500px-DarylMitchellEmmysSept09.jpg
2,Ahmed,Ahmed Shehzad,23-11-1991,m,right-hand-bat,legbreak,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,13,81,59,NA,y,https://upload.wikimedia.org/wikipedia/commons/f/ff/Ahmed_Shehzad.png
4,Sarfraz,Sarfraz Ahmed,22-05-1987,m,right-hand-bat,right-arm-offbreak,Wicketkeeper,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,54,117,61,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Sarfaraz_Ahmed_%281%29.jpg/500px-Sarfaraz_Ahmed_%281%29.jpg
6,Fakhar,Fakhar Zaman,10-04-1990,m,left-hand-bat,slow-left-arm-orthodox,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,3,92,115,NA,n,https://upload.wikimedia.org/wikipedia/commons/f/f9/Fakhar_Zaman%2C_Pakistan_vs_Sri_Lanka%2C_1st_ODI%2C_2017.jpg
7,Imam,Imam ul Haq,12-12-1995,m,left-hand-bat,does not bowl,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,26,75,2,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/4_12_Imam-ul-Haq_mugshot.jpg/500px-4_12_Imam-ul-Haq_mugshot.jpg
8,Babar,Babar Azam,15-10-1994,m,right-hand-bat,right-arm-offbreak,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,61,140,136,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Babar_azam_2023.jpg/500px-Babar_azam_2023.jpg
13,Shadab,Shadab Khan,04-10-1998,m,right-hand-bat,legbreak,Bowling Allrounder,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,6,70,114,NA,n,https://upload.wikimedia.org/wikipedia/commons/b/ba/Shadab_Khan.png
16,Hasan,Hasan Ali,02-07-1994,m,right-hand-bat,right-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,23,68,57,NA,n,https://upload.wikimedia.org/wikipedia/commons/b/b0/AbulHasanAliNadwi_Autograph.jpg
17,Wahab,Wahab Riaz,28-06-1985,m,right-hand-bat,left-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,27,91,36,NA,y,https://upload.wikimedia.org/wikipedia/commons/d/da/Wahab_Riaz.jpg
20,Mohammad,Mohammad Rizwan,01-01-1992,m,right-hand-bat,does not bowl,Wicketkeeper,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,41,100,106,NA,n,https://upload.wikimedia.org/wikipedia/commons/a/af/M_Rizwan.jpg
21,Mohammad,Mohammad Hafeez,17-10-1980,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,55,218,119,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Mohammad_Hafeez_in_2017.png/500px-Mohammad_Hafeez_in_2017.png
262,Mohammad,Mohammad Amir,13-04-1992,m,left-hand-bat,left-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,36,61,50,NA,y,https://upload.wikimedia.org/wikipedia/commons/0/06/Mohammad_Amir.png
264,Shoaib,Shoaib Malik,01-02-1982,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,35,287,124,DD,y,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Shoaib_Malik_answering_RAPID_FIRE_questions_%28PCB%29_01.jpg/500px-Shoaib_Malik_answering_RAPID_FIRE_questions_%28PCB%29_01.jpg
269,Mohammad,Mohammad Nawaz,21-03-1994,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,6,44,88,NA,n,
270,Sahibzada,Sahibzada Farhan,06-03-1996,m,right-hand-bat,does not bowl,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,0,0,37,NA,n,
271,Shaheen,Shaheen Afridi,06-04-2000,m,left-hand-bat,left-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,33,71,96,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Shaheen_Afridi_%282%29.jpg/500px-Shaheen_Afridi_%282%29.jpg
347,Shahid,Shahid Afridi,01-03-1980,m,right-hand-bat,legbreak,Bowling Allrounder,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,27,398,99,DC,y,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Shahid_Afridi_in_2017_%283x4_cropped%29.jpg/500px-Shahid_Afridi_in_2017_%283x4_cropped%29.jpg
749,Mohammad,Mohammad Irfan,06-06-1982,m,right-hand-bat,left-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,4,60,22,NA,y,https://upload.wikimedia.org/wikipedia/commons/b/b8/Mohammad_Irfan.jpg
750,Sohail,Sohail Tanvir,12-12-1984,m,left-hand-bat,left-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,2,62,57,RR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sohail_Tanvir_with_a_native_eagle_in_the_UAE.jpg/500px-Sohail_Tanvir_with_a_native_eagle_in_the_UAE.jpg
752,Agha,Agha Salman,23-11-1993,m,right-hand-bat,right-arm-offbreak,Middle Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,23,47,42,NA,n,
757,Umar,Umar Akmal,26-05-1990,m,right-hand-bat,does not bowl,Middle Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,16,121,84,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Umar_akmal_profile.jpg/500px-Umar_akmal_profile.jpg
769,Kamran,Kamran Akmal,13-01-1982,m,right-hand-bat,does not bowl,Wicketkeeper,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,53,157,58,RR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Kamran_Akmal_%282010%29.jpg/500px-Kamran_Akmal_%282010%29.jpg
797,Shan,Shan Masood,14-10-1989,m,left-hand-bat,right-arm-fast,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,44,9,19,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/1_26_Shan_Masood.jpg/500px-1_26_Shan_Masood.jpg
799,Imad,Imad Wasim,18-12-1988,m,left-hand-bat,slow-left-arm-orthodox,Bowling Allrounder,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,0,55,66,NA,y,https://upload.wikimedia.org/wikipedia/commons/b/b7/Imad_Wasim_1.jpg
1220,Misbah,Misbah ul Haq,08-07-1974,m,right-hand-bat,legbreak,Middle Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,0,0,5,RCB,y,https://upload.wikimedia.org/wikipedia/commons/6/69/Misbah-ul-Haq.png
1241,Saeed,Saeed Ajmal,14-10-1977,m,right-hand-bat,right-arm-offbreak,Spinner,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,35,113,64,NA,y,https://upload.wikimedia.org/wikipedia/commons/5/5a/Farid_with_Saeed_%28cropped%29.jpg
1253,Iftikhar,Iftikhar Ahmed,03-09-1990,m,right-hand-bat,right-arm-offbreak,Batting Allrounder,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,4,28,49,NA,y,
1457,Abrar,Abrar Ahmad,16-10-1998,m,left-hand-bat,does not bowl,Spinner,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,10,14,31,NA,n,
1472,Saud,Saud Shakeel,10-05-1995,m,left-hand-bat,slow-left-arm-orthodox,Middle Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,21,19,0,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/1_37_Saud_Shakeel.jpg/500px-1_37_Saud_Shakeel.jpg
1997,Inzamam,Inzamam ul Haq,03-03-1970,m,right-hand-bat,slow-left-arm-orthodox,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,120,378,1,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Inzamam-ul-Haq.jpg/500px-Inzamam-ul-Haq.jpg
2015,Younis,Younis Khan,29-11-1977,m,right-hand-bat,right-arm-fast,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,118,265,25,RR,y,https://upload.wikimedia.org/wikipedia/commons/2/2d/Younus_Khan_2010.jpg
2144,Shoaib,Shoaib Akhtar,13-08-1975,m,right-hand-bat,right-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,46,163,15,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Khizer_Ahmed_and_mentor_Shoaib_Akhtar_%28cropped%29.jpg/500px-Khizer_Ahmed_and_mentor_Shoaib_Akhtar_%28cropped%29.jpg
4301,Naseem,Naseem Shah,15-02-2003,m,right-hand-bat,right-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,20,34,34,NA,n,https://upload.wikimedia.org/wikipedia/commons/c/c3/Naseem-Shah_%28cropped%29.png
4328,Haris,Haris Rauf,07-11-1993,m,right-hand-bat,right-arm-fast,Medium Pacer,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,1,54,94,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/1_53_Haris_Rauf.jpg/500px-1_53_Haris_Rauf.jpg
24756,Saim,Saim Ayub,24-05-2002,m,left-hand-bat,right-arm-fast,Top Order Batter,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png,8,17,58,NA,n,
61,Jean-Paul,Jean-Paul Duminy,14-04-1984,m,left-hand-bat,right-arm-offbreak,Batting Allrounder,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,46,199,81,MI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/JP_DUMINY_%2815681049126%29.jpg/500px-JP_DUMINY_%2815681049126%29.jpg
62,Reeza,Reeza Hendricks,14-08-1989,m,right-hand-bat,right-arm-offbreak,Top Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,0,38,90,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/REEZA_HENDRICKS_%2815519916117%29.jpg/500px-REEZA_HENDRICKS_%2815519916117%29.jpg
63,Imran,Imran Tahir,27-03-1979,m,right-hand-bat,legbreak,Spinner,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,20,107,38,CSK,y,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Imran_Tahir.jpg/500px-Imran_Tahir.jpg
65,Heinrich,Heinrich Klaasen,30-07-1991,m,right-hand-bat,does not bowl,Wicketkeeper,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,4,54,43,SRH,n,
66,Aiden,Aiden Markram,04-10-1994,m,right-hand-bat,right-arm-offbreak,Top Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,36,68,39,LSG,n,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Aiden_Markram_%28cropped%29.jpg/500px-Aiden_Markram_%28cropped%29.jpg
68,Lungi,Lungi Ngidi,29-03-1996,m,right-hand-bat,right-arm-fast,Medium Pacer,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,17,56,40,CSK,n,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Lungi_Ngidi_2022.jpg/500px-Lungi_Ngidi_2022.jpg
69,Andile,Andile Phehlukwayo,03-03-1996,m,left-hand-bat,right-arm-fast,Bowling Allrounder,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,4,78,40,NA,y,
70,Kagiso,Kagiso Rabada,25-05-1995,m,left-hand-bat,right-arm-fast,Medium Pacer,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,61,101,56,PBKS,n,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rabada.jpg/500px-Rabada.jpg
71,Tabraiz,Tabraiz Shamsi,18-02-1990,m,right-hand-bat,slow-left-arm-orthodox,Spinner,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,2,55,70,RR,n,
72,Dale,Dale Steyn,27-06-1983,m,right-hand-bat,right-arm-fast,Medium Pacer,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,93,125,47,RCB,y,https://upload.wikimedia.org/wikipedia/commons/6/6c/Dale_Steyn_YM.jpg
74,Dean,Dean Elgar,11-06-1987,m,left-hand-bat,slow-left-arm-orthodox,Top Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,86,8,0,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/3_27_Dean_Elgar_mugshot.jpg/500px-3_27_Dean_Elgar_mugshot.jpg
75,Faf,Faf du Plessis,13-07-1984,m,right-hand-bat,legbreak,Top Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,69,143,50,RCB,y,
77,Quinton,Quinton de Kock,17-12-1992,m,left-hand-bat,does not bowl,Wicketkeeper,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,54,155,80,LSG,n,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/QUINTON_DE_KOCK_%2815681398316%29.jpg/500px-QUINTON_DE_KOCK_%2815681398316%29.jpg
79,David,David Miller,10-06-1989,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,0,178,133,LSG,n,
82,Rassie,Rassie van der Dussen,07-02-1989,m,right-hand-bat,legbreak,Middle Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,18,71,57,RR,n,
613,Hashim,Hashim Amla,31-03-1983,m,right-hand-bat,right-arm-offbreak,Top Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,124,181,44,KXIP,y,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/HASHIM_AMLA_%283175887080%29.jpg/500px-HASHIM_AMLA_%283175887080%29.jpg
614,AB,AB de Villiers,17-02-1984,m,right-hand-bat,right-arm-fast,Wicketkeeper,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,114,228,78,RCB,y,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/AB_de_villiers_%28cropped%29.jpg/500px-AB_de_villiers_%28cropped%29.jpg
636,Anrich,Anrich Nortje,16-11-1993,m,right-hand-bat,right-arm-fast,Medium Pacer,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,19,22,31,DC,n,
646,Keshav,Keshav Maharaj,07-02-1990,m,right-hand-bat,slow-left-arm-orthodox,Spinner,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,62,56,43,RR,n,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/New_face_6-_Keshav_Maharaj.jpg/500px-New_face_6-_Keshav_Maharaj.jpg
647,Albie,Albie Morkel,10-06-1981,m,left-hand-bat,right-arm-fast,Batting Allrounder,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,1,58,50,RPS,y,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Albie_Morkel_2.jpg/500px-Albie_Morkel_2.jpg
649,Vernon,Vernon Philander,24-06-1985,m,right-hand-bat,right-arm-fast,Medium Pacer,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,64,30,7,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Vernon-philander.jpg/500px-Vernon-philander.jpg
651,Temba,Temba Bavuma,17-05-1990,m,right-hand-bat,right-arm-fast,Top Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,57,38,36,NA,n,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/2_46_Wood_faces_Morris.jpg/500px-2_46_Wood_faces_Morris.jpg
662,Ryan,Ryan Rickelton,11-07-1996,m,left-hand-bat,does not bowl,Wicketkeeper,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,15,17,21,MI,n,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/2_40_Ryan_Rickleton.jpg/500px-2_40_Ryan_Rickleton.jpg
667,Chris,Chris Morris,30-04-1987,m,right-hand-bat,right-arm-fast,Bowling Allrounder,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,4,42,23,RR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Chris_Morris_2010.jpg/500px-Chris_Morris_2010.jpg
790,Morne,Morne Morkel,06-10-1984,m,left-hand-bat,right-arm-fast,Medium Pacer,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,86,117,44,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Morne_Morkel.jpg/500px-Morne_Morkel.jpg
795,Rilee,Rilee Rossouw,09-10-1989,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,0,36,29,PBKS,y,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/RILEE_ROSSOUW_%2815706681502%29.jpg/500px-RILEE_ROSSOUW_%2815706681502%29.jpg
1610,Graeme,Graeme Smith,01-02-1981,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,62,71,0,NA,y,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Graemesmith.jpg/500px-Graemesmith.jpg
1616,Mark,Mark Boucher,03-12-1976,m,right-hand-bat,right-arm-fast,Wicketkeeper,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,147,295,25,RCB,y,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Markboucher.jpg/500px-Markboucher.jpg
1619,Herschelle,Herschelle Gibbs,23-02-1974,m,right-hand-bat,right-arm-fast,Top Order Batter,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,90,248,23,MI,y,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Herschelle_Gibbs.jpg/500px-Herschelle_Gibbs.jpg
1625,Jacques,Jacques Kallis,16-10-1975,m,right-hand-bat,right-arm-fast,Batting Allrounder,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,166,328,25,KKR,y,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Jacques_Kallis_6.jpg/500px-Jacques_Kallis_6.jpg
4337,Corbin,Corbin Bosch,10-09-1994,m,right-hand-bat,right-arm-fast,Bowling Allrounder,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,4,12,15,MI,n,
4346,Nandre,Nandre Burger,11-08-1995,m,left-hand-bat,left-arm-fast,Medium Pacer,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,3,14,8,RR,n,
6038,Senuran,Senuran Muthusamy,22-02-1994,m,left-hand-bat,slow-left-arm-orthodox,Spinner,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png,8,5,5,NA,n,
